transaction_id,account_id,timestamp,device_id,ip_address,geo_lat,geo_lon,amount,merchant_category,is_new_device,is_new_geo,status,label
txn_5bb92d2e771c,acc_cb85aa2409,2026-07-24 02:44:37.967373,dev_4a8d17bdb8cd,179.111.51.205,18.57916,73.78197,1000.72,travel,False,True,success,normal
txn_bc21fc99fd2f,acc_2f7db0f7fa,2026-07-24 02:46:17.067105,dev_a42c7cbe4b53,41.243.145.179,25.61756,85.1331,311.32,gaming,False,False,success,normal
txn_7d5754ef0fde,acc_f3315e1597,2026-07-24 02:50:18.525925,dev_4a3a00e11178,208.241.132.217,18.50305,74.02597,458.77,electronics,False,False,success,normal
txn_f3bbfbd7f922,acc_867e586313,2026-07-24 02:51:36.091732,dev_f0e0bf8e37cb,180.162.106.220,28.73283,77.17095,112.6,gifting,False,False,success,normal
txn_680c4759bf0f,acc_6280969e91,2026-07-24 02:54:26.147120,dev_5412524d4393,45.117.108.70,18.46937,73.9418,595.19,travel,False,False,success,normal
txn_0cf6569c0a5e,acc_88cd905bfe,2026-07-24 02:55:00.338619,dev_2531d5f34789,183.2.144.251,22.60006,88.38639,816.98,food_delivery,False,False,success,normal
txn_9903c672f68c,acc_fd1ceb28b2,2026-07-24 02:56:57.789816,dev_6ec14df57a17,91.228.239.138,22.53265,88.35163,513.55,fashion,False,False,success,normal
txn_f37c4b275b0b,acc_18af873bb2,2026-07-24 03:10:07.366522,dev_34ae0408bed7,175.132.74.58,28.53552,77.05212,672.49,gaming,False,False,success,normal
txn_e139e8ed249d,acc_eaa44e1c82,2026-07-24 03:12:11.872305,dev_5a2cf46e2a48,189.196.49.97,18.54249,73.82007,526.33,gaming,False,False,success,normal
txn_f0ca71ebbc93,acc_f82039b9e5,2026-07-24 03:12:13.204172,dev_12ac4bf5cbfc,210.119.91.146,12.99962,80.08352,1379.25,travel,False,False,success,normal
txn_ceda577e793b,acc_c0d89c2c82,2026-07-24 03:13:29.635164,dev_4fa10adbbb90,192.255.129.51,18.47431,73.88772,329.09,b2b_services,False,False,success,normal
txn_90cc2ad46bc3,acc_1bb01c53d2,2026-07-24 03:16:34.486127,dev_72c006f4d332,202.223.255.43,17.34055,78.49465,241.55,travel,False,False,success,normal
txn_a615a9619f8d,acc_f28aac4f19,2026-07-24 03:45:22.166296,dev_56e266af1e4e,131.45.160.10,19.01008,73.06232,577.81,food_delivery,False,False,success,normal
txn_cf744fbbd772,acc_e48b8ab376,2026-07-24 03:52:52.102413,dev_99d95c859e2a,116.72.94.96,17.36549,78.33972,285.98,gaming,False,False,success,normal
txn_af0a1d477f3e,acc_1b94deb0b1,2026-07-24 03:53:32.670024,dev_20e9662808d0,174.2.226.162,13.05259,80.39003,407.98,electronics,False,False,success,normal
txn_eb7c110c82a9,acc_4972a500d6,2026-07-24 04:00:09.149278,dev_aff9316030bc,52.208.25.44,18.91439,72.78473,340.91,b2b_services,False,False,success,normal
txn_28fb02d1ca6c,acc_c2855b7f5b,2026-07-24 04:12:43.258770,dev_d4ae7306b5fa,204.107.190.45,19.14396,72.83858,1068.38,ecommerce_general,False,False,success,normal
txn_11e191e74f5f,acc_002b8e395a,2026-07-24 04:36:13.808530,dev_d19a8a5f9f9d,129.68.26.80,28.70496,77.11999,184.82,b2b_services,False,False,success,normal
txn_3f09c02bc280,acc_5cf9cb6986,2026-07-24 04:38:43.765342,dev_607c79d920fb,6.88.220.148,12.8812,77.67859,393.8,food_delivery,False,False,success,normal
txn_757d99205db7,acc_4972a500d6,2026-07-24 04:45:30.723224,dev_aff9316030bc,201.61.23.219,19.06225,73.01704,610.3,subscription,False,False,success,normal
txn_3bd6ebd0bc22,acc_35128d5c82,2026-07-24 04:46:28.111319,dev_4f2794d5ac60,178.97.225.14,25.5464,85.09688,815.89,b2b_services,False,False,success,normal
txn_e53c2002f13b,acc_24ff04e866,2026-07-24 04:49:31.349841,dev_fe56faab31a0,209.52.124.175,18.59359,73.81623,578.12,fashion,False,False,success,normal
txn_3b8ad9c74c9f,acc_03cfc17893,2026-07-24 04:56:47.398180,dev_2fa490811f90,177.245.92.183,22.66724,88.40165,242.83,electronics,False,False,success,normal
txn_25b388f30e30,acc_ef9df191dc,2026-07-24 04:58:01.787561,dev_5dd308b74186,117.76.166.137,13.05273,80.28744,422.02,b2b_services,False,False,success,normal
txn_00fa31762979,acc_cba615ac7c,2026-07-24 05:01:49.892390,dev_592501569a57,200.122.116.37,25.69245,85.21518,754.9,food_delivery,False,False,success,normal
txn_26a2283f6c8b,acc_ab4613a4ff,2026-07-24 05:02:13.481170,dev_1db50a214a7d,80.143.43.103,17.47547,78.42271,2387.4,gaming,False,False,success,normal
txn_7af8c7464136,acc_65901e13b4,2026-07-24 05:06:36.909223,dev_e3bb01a2a87f,4.71.95.139,12.91909,77.57752,961.06,electronics,False,False,success,normal
txn_1fa20d52b075,acc_43f8b0ef6e,2026-07-24 05:09:47.504295,dev_827ea73c3b9d,165.70.37.46,19.02375,72.85585,2240.35,ecommerce_general,False,False,success,normal
txn_9931b9195a08,acc_581d694fb4,2026-07-24 05:17:26.376455,dev_86499da57168,151.39.100.159,13.27488,80.27503,940.02,gaming,False,False,success,normal
txn_d40d86296723,acc_e0060ab525,2026-07-24 05:18:53.829867,dev_c133ba57aadd,3.94.98.28,22.55438,88.37941,3944.52,travel,False,False,success,normal
txn_b11d06125f14,acc_c3ecbd3d79,2026-07-24 05:37:23.130331,dev_f14c32825458,120.83.131.221,17.46364,78.41088,1846.17,b2b_services,False,True,success,normal
txn_b37c05fbd10e,acc_80a2d972ef,2026-07-24 05:53:59.902421,dev_3089fdd9c71a,114.114.227.27,13.0788,80.22675,932.57,subscription,False,False,success,normal
txn_3e3cb9543d5d,acc_002b8e395a,2026-07-24 06:06:59.398133,dev_d19a8a5f9f9d,202.107.13.92,28.68245,76.993,270.73,ecommerce_general,False,False,failed,normal
txn_c7ed218616e8,acc_928e58d349,2026-07-24 06:11:13.338981,dev_1f0d52b17eec,209.76.72.215,28.78102,77.11381,2469.42,food_delivery,False,False,success,normal
txn_38c21dddff0a,acc_16811cfec7,2026-07-24 06:22:49.956386,dev_0fcaf5daba30,203.121.43.238,18.52543,73.95508,1131.64,travel,False,False,success,normal
txn_dcbd87ef4b38,acc_9645a4a065,2026-07-24 06:24:19.573316,dev_961b15fa14bb,147.170.22.103,19.14326,73.00367,246.78,electronics,False,False,success,normal
txn_8dd73eb12f15,acc_56d085d7e7,2026-07-24 06:39:33.230924,dev_dd9f7cc4742d,92.29.63.172,12.9354,77.55779,436.44,ecommerce_general,False,False,success,normal
txn_a25a879904ce,acc_76504e7c28,2026-07-24 06:48:19.721391,dev_2a59854e9810,146.255.40.50,19.15529,73.06544,210.77,ecommerce_general,False,False,success,normal
txn_1a5fe4883541,acc_04a7b5d15f,2026-07-24 06:50:01.947030,dev_fda27d45bf71,222.105.213.98,19.11075,72.96472,1361.01,electronics,False,False,failed,normal
txn_400dcf2ef838,acc_954f9dffba,2026-07-24 06:53:07.146256,dev_88f97e2843d5,2.213.191.112,13.15846,80.29068,791.6,electronics,False,False,success,normal
txn_15cc7c0e4dad,acc_c2579a365a,2026-07-24 07:01:50.031381,dev_5fcb0f52b67a,77.15.152.143,25.55284,85.1809,184.04,ecommerce_general,False,False,success,normal
txn_1bcdb3695eac,acc_bb1eeba46f,2026-07-24 07:05:28.756060,dev_40a885dcc725,223.39.76.161,18.98988,72.72108,1218.21,electronics,False,False,success,normal
txn_d43cf6a87902,acc_2b24b87c82,2026-07-24 07:16:00.878435,dev_91f56cd108b8,219.221.120.195,13.06094,77.51161,548.58,gaming,False,False,success,normal
txn_7ad77359d523,acc_14c52309be,2026-07-24 07:29:43.374588,dev_a2048964e73f,222.148.37.65,22.73744,88.37924,387.61,subscription,False,False,success,normal
txn_76bdbc60598e,acc_f2ab80aff9,2026-07-24 07:32:41.966894,dev_531f1d0206eb,221.44.240.176,19.18273,72.89848,1424.0,gaming,False,False,success,normal
txn_5981c4adb631,acc_cb85aa2409,2026-07-24 07:34:30.589492,dev_4a8d17bdb8cd,203.149.14.51,12.85565,77.51739,818.1,gaming,False,False,success,normal
txn_569322f519d6,acc_3414c49dd7,2026-07-24 07:41:34.618328,dev_c094207ecee6,218.41.102.21,25.55753,85.06069,228.94,b2b_services,False,False,success,normal
txn_a2a6e8849d5b,acc_0716ae5f59,2026-07-24 07:49:37.524283,dev_522db29f2bec,158.245.172.45,19.11318,72.75181,471.54,gifting,False,False,success,normal
txn_9384b66ecc3b,acc_04ef0eeec5,2026-07-24 07:52:50.263655,dev_ed6873e58c5f,96.40.94.194,13.07188,77.79791,434.81,food_delivery,False,False,success,normal
txn_e231dfcdbe50,acc_39869dcb5e,2026-07-24 07:55:55.234548,dev_234618833379,193.4.233.156,25.86632,85.07573,640.87,electronics,False,False,success,normal
txn_aff9d144f30a,acc_ec63e4b924,2026-07-24 08:02:07.139086,dev_83c3852e6448,90.15.14.1,18.58676,73.75436,392.08,food_delivery,False,False,success,normal
txn_23b7d157ac66,acc_002b8e395a,2026-07-24 08:02:36.900359,dev_d19a8a5f9f9d,220.11.70.158,28.65246,77.07498,272.1,food_delivery,False,False,success,normal
txn_ea0b94968448,acc_43e09120a7,2026-07-24 08:12:12.188148,dev_24f450b23287,200.195.172.16,12.83106,77.67748,1712.23,fashion,False,True,success,normal
txn_227ab46338cf,acc_d9b7649eb5,2026-07-24 08:21:40.278566,dev_fb362a89f9be,221.11.51.184,18.47678,73.84876,372.52,food_delivery,False,False,success,normal
txn_df695177ef2f,acc_c80097023a,2026-07-24 08:29:39.014193,dev_cc0b6e9b4d3c,197.162.148.138,28.56478,77.19297,716.64,subscription,False,False,success,normal
txn_b0881ce68ce6,acc_3414c49dd7,2026-07-24 08:35:09.111650,dev_c094207ecee6,66.72.212.118,25.59443,85.21789,835.24,subscription,False,False,success,normal
txn_bb7684e8170b,acc_7867297300,2026-07-24 08:35:37.633453,dev_e4fe12b628b8,200.118.26.3,28.85214,77.09097,219.98,electronics,False,False,success,normal
txn_412218234397,acc_0e05f57e10,2026-07-24 08:47:21.442173,dev_cecd37ebbcf2,144.17.131.65,13.04104,80.41669,1659.19,gifting,False,False,success,normal
txn_d0f2aa40f049,acc_55ec734223,2026-07-24 08:48:45.972931,dev_a495503ec01f,150.113.158.148,28.698,77.1597,793.44,food_delivery,False,False,success,normal
txn_51f1fda4487a,acc_7339aad573,2026-07-24 08:59:12.509945,dev_2208974247e4,81.30.2.112,17.46587,78.40945,1286.19,b2b_services,False,False,success,normal
txn_c09e58c40840,acc_f2529061d9,2026-07-24 09:01:31.263487,dev_b667387cd414,210.19.251.29,22.52683,88.40147,2121.65,subscription,False,False,success,normal
txn_24f3bbf96bb0,acc_3a33b6dd49,2026-07-24 09:04:50.719380,dev_e0c866463f09,135.52.159.39,13.14394,77.48169,353.29,b2b_services,False,True,success,normal
txn_29a07e8ea447,acc_cb9b0a4351,2026-07-24 09:14:57.476257,dev_5ae41658dc21,192.103.250.184,18.51272,73.91648,159.85,food_delivery,False,False,success,normal
txn_47fbd668d39e,acc_6b94d6f714,2026-07-24 09:20:11.903672,dev_5f4b9cf1b856,94.228.37.11,25.63057,85.2355,666.65,electronics,False,False,success,normal
txn_cc4f88d84e4f,acc_a6565f3058,2026-07-24 09:21:18.759757,dev_19d3b85bb2e2,218.185.220.187,12.91986,77.58478,1411.0,food_delivery,False,False,success,normal
txn_03a708668544,acc_7a605f3da4,2026-07-24 09:31:38.612784,dev_3d2c78e0dc04,200.102.216.158,28.60871,77.18288,414.95,electronics,False,False,success,normal
txn_12f02ce80c05,acc_7421568eaa,2026-07-24 09:32:58.684805,dev_d0f9dd251c9a,201.196.45.254,17.54127,78.54979,827.0,fashion,False,False,success,normal
txn_52dcaf9bb812,acc_d3a4711bc6,2026-07-24 09:33:03.809923,dev_50efbcea29b3,62.125.204.221,28.70515,77.17292,615.38,fashion,False,False,success,normal
txn_1afe8ccdbf23,acc_0746d63e20,2026-07-24 09:42:33.888597,dev_20371f996e69,39.110.2.212,28.76017,77.19484,1520.99,electronics,False,False,success,normal
txn_fe2c98768098,acc_a2ec546f76,2026-07-24 09:43:26.743165,dev_38d2e72fd1b7,69.232.252.47,17.37676,78.46645,498.94,ecommerce_general,False,False,success,normal
txn_77c3396edfc6,acc_f59b0058a6,2026-07-24 09:57:06.449645,dev_175cbdb80ace,66.72.182.35,25.7498,85.14991,461.24,gifting,False,False,success,normal
txn_baa69454f13c,acc_f0c2b1b8fe,2026-07-24 10:10:11.309172,dev_04aaf73b8c29,216.228.82.113,12.90009,77.527,112.17,b2b_services,False,False,success,normal
txn_c8f200fe747a,acc_cd234b69ca,2026-07-24 10:11:18.711794,dev_e1dce6d9a226,191.186.37.170,18.58741,74.01637,487.47,gifting,False,False,success,normal
txn_301bd010c7da,acc_c08e5a3206,2026-07-24 10:11:31.808163,dev_3b6addf7582d,107.42.2.181,28.67541,76.98504,247.55,gifting,False,False,success,normal
txn_30ab9b2e3b34,acc_1bb01c53d2,2026-07-24 10:11:39.181464,dev_4b364663e5c9,153.84.237.106,17.3766,78.48385,247.18,fashion,False,False,success,normal
txn_eec4e9006c1d,acc_7c380342ef,2026-07-24 10:15:39.912669,dev_443ec2bd6b38,90.103.246.192,19.02618,72.85545,1093.89,electronics,False,False,success,normal
txn_6c8776cd4d59,acc_c339ec7cd9,2026-07-24 10:20:19.056881,dev_f226618520af,132.82.207.30,25.27371,85.16454,1538.17,electronics,False,False,success,normal
txn_b463951aaa72,acc_e10667238c,2026-07-24 10:22:01.380049,dev_0c671505df1a,39.128.202.153,18.90967,72.75549,472.61,subscription,False,False,success,normal
txn_806bf1bb3e39,acc_2fcb626233,2026-07-24 10:25:12.005003,dev_9379c4bb1f96,109.236.81.181,18.43424,73.80361,462.78,electronics,False,False,success,normal
txn_14ea6c129003,acc_ef9df191dc,2026-07-24 10:34:58.507616,dev_de63cd05dc7f,188.113.114.110,12.97236,80.18458,879.35,gaming,False,False,success,normal
txn_946d779bd405,acc_1a67c219c6,2026-07-24 10:45:20.325844,dev_330b0296f271,148.18.196.50,28.71173,77.11808,378.76,gifting,False,False,success,normal
txn_602550927ea7,acc_3e2f5be725,2026-07-24 10:58:15.029121,dev_f9c9e9d052b0,151.55.67.209,12.71943,77.69337,663.41,food_delivery,False,True,success,normal
txn_1c33e576ffd9,acc_9dbf18e319,2026-07-24 11:03:51.575112,dev_e2c122f5edd9,188.102.83.50,17.35729,78.46468,204.18,gaming,False,False,success,normal
txn_408de6505229,acc_f83fb677aa,2026-07-24 11:10:46.413344,dev_aef5e95654bc,194.148.221.161,13.01049,77.68679,995.88,b2b_services,False,False,success,normal
txn_f9820e4061cf,acc_838c60a6ee,2026-07-24 11:17:42.070718,dev_a50263519266,157.222.97.95,17.47556,78.43705,844.19,travel,False,False,success,normal
txn_979a8e6cdb19,acc_48b7760f51,2026-07-24 11:34:14.191923,dev_7b93a88dd00b,199.107.106.29,13.01268,80.26775,818.09,b2b_services,False,False,success,normal
txn_a72bb2da756a,acc_f3315e1597,2026-07-24 11:39:37.860504,dev_4a3a00e11178,47.186.240.18,18.5314,73.76375,635.46,gaming,False,False,success,normal
txn_25f8afd8292e,acc_ab4613a4ff,2026-07-24 11:43:05.273469,dev_ad26155db799,219.129.67.253,13.04572,80.27396,1307.18,food_delivery,False,True,success,normal
txn_196de93f5c5c,acc_6280969e91,2026-07-24 11:50:06.766238,dev_5412524d4393,89.91.254.246,18.57792,73.82038,409.49,gaming,False,False,success,normal
txn_641380f41429,acc_ffd46af31b,2026-07-24 11:50:42.814706,dev_912e7894b4fa,177.54.93.92,19.18724,72.7598,4067.29,fashion,False,False,success,normal
txn_7fe6ef9daf44,acc_05559de8c8,2026-07-24 11:52:25.343270,dev_7bb2c46756bf,167.134.96.118,22.75174,88.42595,2479.02,travel,False,False,success,normal
txn_d929fc4cc223,acc_de6f0e9d71,2026-07-24 11:55:22.813194,dev_b45061ffb780,38.232.211.6,13.1757,80.27865,511.95,ecommerce_general,False,False,success,normal
txn_4f1f82a22c7a,acc_5cf9cb6986,2026-07-24 12:01:45.762226,dev_607c79d920fb,38.19.184.246,12.88407,77.63154,2524.78,food_delivery,False,False,success,normal
txn_1683208ac3d5,acc_fdbf038467,2026-07-24 12:25:02.263680,dev_19c580549231,218.234.147.136,18.36418,74.00189,503.23,gaming,False,False,success,normal
txn_5791cf6fe823,acc_5f08ef8ed3,2026-07-24 12:25:55.339629,dev_e4ea448a5da1,122.217.49.49,18.46173,73.8354,1976.02,travel,False,False,success,normal
txn_3b0df7eb1fa7,acc_f553e2c93b,2026-07-24 12:29:34.026554,dev_ea4e8ccdac58,217.51.171.6,28.66543,77.05727,131.16,subscription,False,False,success,normal
txn_fb06e0cd8975,acc_c2c409f2fd,2026-07-24 12:30:56.479644,dev_f8cbd7515853,211.136.189.116,22.51796,88.27301,873.05,fashion,False,False,success,normal
txn_595973ec3b59,acc_fb0ed94070,2026-07-24 12:32:45.736642,dev_b4f81b81fdd8,68.189.68.198,25.63732,85.10785,1496.05,ecommerce_general,False,False,success,normal
txn_44418cf03106,acc_e853e1587f,2026-07-24 12:32:59.989482,dev_633e3472677f,202.59.163.31,12.86958,77.50434,3905.57,b2b_services,False,False,success,normal
txn_b2a2daf9be56,acc_0b425f881f,2026-07-24 12:33:03.582349,dev_b4925ed488a8,212.33.224.0,12.99067,77.67757,988.33,fashion,False,False,success,normal
txn_d52ab7bde419,acc_0b425f881f,2026-07-24 12:36:04.425912,dev_b4925ed488a8,5.20.245.32,12.77597,77.60413,553.95,b2b_services,False,False,success,normal
txn_dd756738d397,acc_f54ab75d34,2026-07-24 12:39:13.418446,dev_06650919a997,172.244.4.126,28.60472,77.25039,1013.72,food_delivery,False,False,success,normal
txn_b3c014a5fdb7,acc_c80097023a,2026-07-24 13:03:23.939691,dev_cc0b6e9b4d3c,109.101.214.237,28.68817,77.13469,321.21,fashion,False,False,success,normal
txn_d6f29625bd95,acc_f3315e1597,2026-07-24 13:05:13.444374,dev_4a3a00e11178,203.23.254.202,18.54251,73.7343,471.93,electronics,False,False,success,normal
txn_42176bc842f8,acc_65f2101d90,2026-07-24 13:14:29.190054,dev_be518c436b88,178.202.19.226,25.5831,85.09636,463.89,electronics,False,False,success,normal
txn_b4ab74645e6d,acc_f54ab75d34,2026-07-24 13:18:03.007486,dev_06650919a997,29.166.1.198,28.68878,77.15796,355.36,food_delivery,True,False,success,normal
txn_610ec3de7404,acc_3266f02067,2026-07-24 13:21:34.270757,dev_2ec61c3a1327,80.152.169.35,17.3235,78.62003,751.89,subscription,False,False,success,normal
txn_e778bc307161,acc_0298b101d1,2026-07-24 13:25:19.488133,dev_727c78c5f4e6,203.50.2.189,13.09855,77.68157,493.49,subscription,False,False,success,normal
txn_5d714afc632b,acc_fbd6d6cd4e,2026-07-24 13:27:14.577842,dev_82de1552d919,221.182.13.91,13.05316,80.2277,537.9,electronics,False,False,success,normal
txn_0bee64f3a980,acc_77354c4df0,2026-07-24 13:37:10.668899,dev_7eae2f046ade,158.255.123.29,22.64935,88.32249,411.34,gaming,False,False,success,normal
txn_6c277e8dc40d,acc_eb530b3be7,2026-07-24 13:58:20.742080,dev_97184444df18,216.3.3.141,17.51909,78.43481,316.66,fashion,False,False,success,normal
txn_4aa861a5729d,acc_43f8b0ef6e,2026-07-24 14:04:33.526499,dev_827ea73c3b9d,213.245.87.193,19.07885,72.6917,344.67,b2b_services,False,False,success,normal
txn_4897a4316d19,acc_43f8b0ef6e,2026-07-24 14:10:47.764528,dev_827ea73c3b9d,178.198.142.75,19.17779,72.74877,429.88,subscription,False,False,success,normal
txn_af6c0bb4a754,acc_eaa44e1c82,2026-07-24 14:11:51.502878,dev_5a2cf46e2a48,97.47.201.165,18.52954,73.94148,276.37,food_delivery,False,False,success,normal
txn_6d3f60aa0d9b,acc_f59ae44243,2026-07-24 14:23:23.474480,dev_a810c4b9d88c,181.186.91.24,22.44947,88.39171,411.51,b2b_services,False,True,success,normal
txn_0504dcabe3a2,acc_c13850d35b,2026-07-24 14:33:30.475778,dev_e6ed3ea34a6e,202.249.22.254,18.98716,72.72579,3200.92,ecommerce_general,False,False,success,normal
