transaction_id,account_id,timestamp,device_id,velocity_1h,velocity_24h,device_velocity_1h,ip_velocity_1h,device_distinct_accounts_before,amount_zscore,geo_jump_km,implied_speed_kmh,account_age_days,is_unusual_hour,is_new_device_for_account,is_new_geo,status_failed,label
txn_1ecf36d594f3,acc_a7b6a56b36,2026-07-24 06:11:13.338981,dev_5d6df758dea9,0,0,0,0,0,0.0,0.0,0.0,199.30078177810185,0,1,0,0,normal
txn_af18f4a240e3,acc_8e1709324b,2026-07-24 06:22:49.956386,dev_d449daed89b1,0,0,0,0,0,0.0,0.0,0.0,322.78209864465276,0,1,0,0,normal
txn_d7839bf509bf,acc_12eb220a41,2026-07-24 06:24:19.573316,dev_9acb817e2a3f,0,0,0,0,0,0.0,0.0,0.0,361.3559762882755,0,1,0,0,normal
txn_4a23b875e57d,acc_9897045c95,2026-07-24 06:39:33.230924,dev_d99982eb6535,0,0,0,0,0,0.0,0.0,0.0,313.7562275444213,0,1,0,0,normal
txn_023a55b93516,acc_fe5ca08116,2026-07-24 06:48:19.721391,dev_70a697d4ad49,0,0,0,0,0,0.0,0.0,0.0,55.0531448343287,0,1,0,0,normal
txn_a68d9bd3008e,acc_632b5c3c0e,2026-07-24 06:50:01.947030,dev_bc20d23eff91,0,0,0,0,0,0.0,0.0,0.0,311.79583905358794,0,1,0,1,normal
txn_419a500da524,acc_3bbf14544a,2026-07-24 06:53:07.146256,dev_d8e41df6080c,0,0,0,0,0,0.0,0.0,0.0,141.6326834422338,0,1,0,0,normal
txn_27eb9327bea6,acc_a6bf71e48e,2026-07-24 07:01:50.031381,dev_88edf8633042,0,0,0,0,0,0.0,0.0,0.0,269.19558984725694,0,1,0,0,normal
txn_2935f8d9b967,acc_c5705bf77f,2026-07-24 07:05:28.756060,dev_da13c8c6f546,0,0,0,0,0,0.0,0.0,0.0,302.68895681078703,0,1,0,0,normal
txn_8000055cb9af,acc_5758462f6c,2026-07-24 07:16:00.878435,dev_a0aa14081cb5,0,0,0,0,0,0.0,0.0,0.0,363.8800882645139,0,1,0,0,normal
txn_dce46f9184a0,acc_8939c1c4b0,2026-07-24 07:29:43.374588,dev_998c0868ff86,0,0,0,0,0,0.0,0.0,0.0,38.337002536458336,0,1,0,0,normal
txn_da6cc50eccf6,acc_7ab85c29d3,2026-07-24 07:32:41.966894,dev_753c2d84466b,0,0,0,0,0,0.0,0.0,0.0,363.3867835011343,0,1,0,0,normal
txn_6b98697da8db,acc_9152affa20,2026-07-24 07:34:30.589492,dev_db8af5f5dcd3,0,1,0,0,1,0.0,751.4864026727539,155.5458993538727,115.73875149972221,0,0,0,0,normal
txn_4fd5104d3de3,acc_736a3393ba,2026-07-24 07:41:34.618328,dev_d1b7ddd16d60,0,0,0,0,0,0.0,0.0,0.0,230.9200999802778,0,1,0,0,normal
txn_5195e6032e45,acc_41388413c4,2026-07-24 07:49:37.524283,dev_4cfddf5028b6,0,1,0,0,1,0.0,15.663977107632975,2.9328605662934244,201.63583104828706,0,0,0,0,normal
txn_53ce9c49f6e4,acc_ee39d17c5a,2026-07-24 07:52:50.263655,dev_6164a271046f,0,0,0,0,0,0.0,0.0,0.0,168.97650967703703,0,1,0,0,normal
txn_211e5414d2d1,acc_3ee6a4a479,2026-07-24 07:55:55.234548,dev_dab915428733,0,1,0,0,1,0.0,1423.3798013456997,202.90771163807494,154.30654976631945,0,0,0,0,normal
txn_f8083020754a,acc_bd68e20b29,2026-07-24 08:02:07.139086,dev_8ef739dd3744,0,0,0,0,0,0.0,0.0,0.0,287.52263300061344,0,1,0,0,normal
txn_4bea7146b994,acc_c0a5d01fba,2026-07-24 08:02:36.900359,dev_657b6da6b5a4,0,2,0,0,1,0.0,8.66567301001161,4.496780227201299,183.31526648317129,0,0,0,0,normal
txn_2ab4e9bd184b,acc_a3e09df262,2026-07-24 08:12:12.188148,dev_933d84f1fc38,0,0,0,0,0,0.0,0.0,0.0,90.45256281320601,0,1,1,0,normal
txn_b721adf05d7a,acc_a0c8752a01,2026-07-24 08:21:40.278566,dev_3419529c0722,0,1,0,0,0,0.0,7.911828774069489,1.390524383916185,132.63958574199074,0,1,0,0,normal
txn_0ae4d1e968da,acc_dd427b353f,2026-07-24 08:29:39.014193,dev_4ab8104dd2c2,0,0,0,0,0,0.0,0.0,0.0,147.2468559553935,0,1,0,0,normal
txn_be856b49df02,acc_736a3393ba,2026-07-24 08:35:09.111650,dev_d1b7ddd16d60,1,1,1,0,1,0.0,16.292187223024555,18.24607119307881,230.95730476409722,0,0,0,0,normal
txn_f575022df3a6,acc_3d75d0d046,2026-07-24 08:35:37.633453,dev_db78524a35ff,0,0,0,0,0,0.0,0.0,0.0,100.52300497483796,0,1,0,0,normal
txn_722261f2b575,acc_119bd2a997,2026-07-24 08:47:21.442173,dev_3a20787823c5,0,0,0,0,0,0.0,0.0,0.0,147.13467620868056,0,1,0,0,normal
txn_d4c8517da9d8,acc_9170260bb0,2026-07-24 08:48:45.972931,dev_0502ddaf8556,0,0,0,0,0,0.0,0.0,0.0,246.04105993284722,0,1,0,0,normal
txn_4ed794ea165e,acc_a2750c0162,2026-07-24 08:59:12.509945,dev_420088108c3f,0,0,0,0,0,0.0,0.0,0.0,225.4664715260301,0,1,0,0,normal
txn_aaab1ba5222b,acc_30a447cb01,2026-07-24 09:01:31.263487,dev_c6f576cd493e,0,0,0,0,0,0.0,0.0,0.0,357.70376793284726,0,1,0,0,normal
txn_244877a1fbe9,acc_2579d8d92a,2026-07-24 09:04:50.719380,dev_f98c0f15d10b,0,0,0,0,0,0.0,0.0,0.0,307.37431125458335,0,1,1,0,normal
txn_0d434821a988,acc_729990a5b4,2026-07-24 09:14:57.476257,dev_4e9c4ca640dd,0,0,0,0,0,0.0,0.0,0.0,248.28465707854164,0,1,0,0,normal
txn_fb07c958581d,acc_44db843059,2026-07-24 09:20:11.903672,dev_814ba452d9ba,0,0,0,0,0,0.0,0.0,0.0,140.7032682728704,0,1,0,0,normal
txn_89d5567dd9c3,acc_26937f134c,2026-07-24 09:21:18.759757,dev_7d18bd1d8089,0,1,0,0,1,0.0,8.688251016621246,0.9916411556021753,198.69748745723382,0,0,0,0,normal
txn_f2bb906db7a1,acc_fea2afb16d,2026-07-24 09:31:38.612784,dev_aa81f3ec2bf8,0,0,0,0,0,0.0,0.0,0.0,251.5363624565278,0,1,0,0,normal
txn_f1c1ae627517,acc_e2785beb2a,2026-07-24 09:32:58.684805,dev_8ac9b768043b,0,0,0,0,0,0.0,0.0,0.0,255.00656542262732,0,1,0,0,normal
txn_2c4cdb061e59,acc_ee8d7fbe60,2026-07-24 09:33:03.809923,dev_d23fd4527141,0,0,0,0,0,0.0,0.0,0.0,289.23662550414355,0,1,0,0,normal
txn_0d3fc6d62165,acc_8284dd3a25,2026-07-24 09:42:33.888597,dev_0eda5da583a9,0,0,0,0,0,0.0,0.0,0.0,175.62129218810188,0,1,0,0,normal
txn_00a6eda598e0,acc_7fee3bff93,2026-07-24 09:43:26.743165,dev_a6cba70b6635,0,0,0,0,0,0.0,0.0,0.0,119.41623098050925,0,1,0,0,normal
txn_64003e7fb4b8,acc_328f5a190f,2026-07-24 09:57:06.449645,dev_ce807f532605,0,0,0,0,0,0.0,0.0,0.0,168.5967820078241,0,1,0,0,normal
txn_363ecaf793f7,acc_8035f4bb9c,2026-07-24 10:10:11.309172,dev_5acacafc7b98,0,0,0,0,0,0.0,0.0,0.0,117.85809168822917,0,1,0,0,normal
txn_3a0e2b4573d0,acc_9d6b0af2d9,2026-07-24 10:11:18.711794,dev_832dba4c9ca3,0,0,0,0,0,0.0,0.0,0.0,125.9424177996875,0,1,0,0,normal
txn_d6df8e4a716d,acc_8378af63b8,2026-07-24 10:11:31.808163,dev_8582d475f391,0,0,0,0,0,0.0,0.0,0.0,189.13505371516203,0,1,0,0,normal
txn_dc9cf6d17ee9,acc_50795c8997,2026-07-24 10:11:39.181464,dev_8e94cfe4d8d0,0,1,0,0,0,0.0,4.16923148966537,0.6026668128116652,62.98848802756945,0,1,0,0,normal
txn_96337d365297,acc_c9565afae8,2026-07-24 10:15:39.912669,dev_31656bacceaa,0,0,0,0,0,0.0,0.0,0.0,261.7464830238658,0,1,0,0,normal
txn_a691bd0c032b,acc_c78941a3bd,2026-07-24 10:20:19.056881,dev_da6a910165eb,0,0,0,0,0,0.0,0.0,0.0,258.24655215922456,0,1,0,0,normal
txn_b6aae0c0c4bc,acc_71e884d2f3,2026-07-24 10:22:01.380049,dev_29cdfcbdeb5b,0,0,0,0,0,0.0,0.0,0.0,52.66416198638888,0,1,0,0,normal
txn_00cb36ee2f2b,acc_448f9ca56b,2026-07-24 10:25:12.005003,dev_4dfcdf100d54,0,0,0,0,0,0.0,0.0,0.0,31.352085633101854,0,1,0,0,normal
txn_05de54339170,acc_bae1b551f4,2026-07-24 10:34:58.507616,dev_13051e84b1aa,0,1,0,0,0,0.0,14.284592926895135,2.543663581279307,181.89903711770833,0,1,0,0,normal
txn_3efb4b6916e8,acc_9a923b7082,2026-07-24 10:45:20.325844,dev_c54d55d1247c,0,0,0,0,0,0.0,0.0,0.0,257.36253502049766,0,1,0,0,normal
txn_8e300fb4edf3,acc_b5ec9e77dd,2026-07-24 10:58:15.029121,dev_21672fc6d984,0,0,0,0,0,0.0,0.0,0.0,278.0020725595602,0,1,1,0,normal
txn_bb7571bda267,acc_8ad570aebb,2026-07-24 11:03:51.575112,dev_6d08e19e741c,0,1,0,0,1,0.0,13.559513505287166,1.2832401213100175,91.36253191877314,0,0,0,0,normal
txn_391d2b9cbd77,acc_345973d376,2026-07-24 11:10:46.413344,dev_1f159f5a4894,0,0,0,0,0,0.0,0.0,0.0,11.645404879965279,0,1,0,0,normal
txn_85519c549ea4,acc_c53eceb646,2026-07-24 11:17:42.070718,dev_e390c45bab04,0,1,0,0,0,0.0,5.602675278271133,0.646113949987444,317.7045918318287,0,1,0,0,normal
txn_93f63329302e,acc_1694d5d418,2026-07-24 11:34:14.191923,dev_831413e635c2,0,0,0,0,0,0.0,0.0,0.0,127.55995305307871,0,1,0,0,normal
txn_dbc8f3401137,acc_15ea07ee3c,2026-07-24 11:39:37.860504,dev_5aef63a810f6,0,1,0,0,1,0.0,27.82712735316823,3.154274477074384,155.6298001475463,0,0,0,0,normal
txn_b5651888a9cd,acc_d7679922bf,2026-07-24 11:43:05.273469,dev_b82cb73f3a70,0,1,0,0,0,0.0,531.0698035017762,79.48893241880702,258.6514698977315,0,1,1,0,normal
txn_105a75ebd7fd,acc_d003ff6022,2026-07-24 11:50:06.766238,dev_526d630442dd,0,1,0,0,1,0.0,17.594786743204832,1.9707533337484415,302.9096992856366,0,0,0,0,normal
txn_7734b271f839,acc_7d1e5d26d6,2026-07-24 11:50:42.814706,dev_1d49bb3fd133,0,0,0,0,0,0.0,0.0,0.0,179.95927078896992,0,1,0,0,normal
txn_3505e5e1460d,acc_5a0d24a833,2026-07-24 11:52:25.343270,dev_ed39e46f96a4,0,1,0,0,0,0.0,16.566069919563457,1.6418962180553422,294.5273258906597,0,1,0,0,normal
txn_a132f9c9bc19,acc_a9c434d887,2026-07-24 11:55:22.813194,dev_7ec2198e3934,0,0,0,0,0,0.0,0.0,0.0,82.8953329121875,0,1,0,0,normal
txn_650909a04241,acc_576bba87e6,2026-07-24 12:01:45.762226,dev_461d9539372f,0,2,0,0,1,0.0,5.110007494752603,0.6920483461564976,56.15099830670139,0,0,0,0,normal
txn_5e68e3128e54,acc_3f6918f70c,2026-07-24 12:25:02.263680,dev_fde9b62bb0db,0,0,0,0,0,0.0,0.0,0.0,363.5744336748148,0,1,0,0,normal
txn_6fb8dc1fcf25,acc_748d50fabe,2026-07-24 12:25:55.339629,dev_8cd628323c0e,0,0,0,0,0,0.0,0.0,0.0,16.557555720833335,0,1,0,0,normal
txn_cf673f0ff78a,acc_3bda81577c,2026-07-24 12:29:34.026554,dev_069d79953c61,0,1,0,0,1,0.0,4.779703079815998,0.44306414864851945,163.67828399491898,0,0,0,0,normal
txn_5e4e81d1af2e,acc_f950270621,2026-07-24 12:30:56.479644,dev_d51c0379b9db,0,0,0,0,0,0.0,0.0,0.0,250.02481769949074,0,1,0,0,normal
txn_b2ba5f25b5ac,acc_ca681c4d7c,2026-07-24 12:32:45.736642,dev_ef0364b4a271,0,0,0,0,0,0.0,0.0,0.0,197.4340142062847,0,1,0,0,normal
txn_926a63e5eca1,acc_fc2702a7cd,2026-07-24 12:32:59.989482,dev_0149a861f632,0,0,0,0,0,0.0,0.0,0.0,77.26710500869213,0,1,0,0,normal
txn_cb2b3518e41d,acc_010ca7ca27,2026-07-24 12:33:03.582349,dev_60a2d826a95d,0,0,0,0,0,0.0,0.0,0.0,88.88212815998843,0,1,0,0,normal
txn_f17f4b480d59,acc_010ca7ca27,2026-07-24 12:36:04.425912,dev_60a2d826a95d,1,1,1,0,1,0.0,25.16579428326659,500.96811806212713,88.88422125678241,0,0,0,0,normal
txn_25f83dade396,acc_cb0c59c0ee,2026-07-24 12:39:13.418446,dev_30410ac31d14,0,0,0,0,0,0.0,0.0,0.0,136.09401769328704,0,1,0,0,normal
txn_c79e78f7e95a,acc_dd427b353f,2026-07-24 13:03:23.939691,dev_4ab8104dd2c2,0,1,0,0,1,0.0,14.852754464757139,3.255413005047513,147.4369592597685,0,0,0,0,normal
